palavra,n_vogais,vogais_unicas,letra_0,letra_1,letra_2,letra_3,letra_4,probabilidade,n_consoantes,consoantes_unicas,n_letras_diferentes
evado,3,3,e,v,a,d,o,0.0,2,2,5
evita,3,3,e,v,i,t,a,1.869473369351853e-05,2,2,5
evite,3,2,e,v,i,t,e,0.0,2,2,4
evito,3,3,e,v,i,t,o,0.0,2,2,5
evoca,3,3,e,v,o,c,a,0.0,2,2,5
evoco,3,2,e,v,o,c,o,0.0,2,2,4
exala,3,2,e,x,a,l,a,0.0,2,2,4
exale,3,2,e,x,a,l,e,0.0,2,2,4
exalo,3,3,e,x,a,l,o,0.0,2,2,5
exame,3,2,e,x,a,m,e,9.347366846759269e-05,2,2,4
exara,3,2,e,x,a,r,a,0.0,2,2,4
exare,3,2,e,x,a,r,e,0.0,2,2,4
exaro,3,3,e,x,a,r,o,0.0,2,2,5
exata,3,2,e,x,a,t,a,0.0002617262717092,2,2,4
exato,3,3,e,x,a,t,o,0.0001869473369351,2,2,5
exiba,3,3,e,x,i,b,a,0.0,2,2,5
exibe,3,2,e,x,i,b,e,0.0,2,2,4
exibi,3,2,e,x,i,b,i,0.0,2,2,4
exibo,3,3,e,x,i,b,o,0.0,2,2,5
exige,3,2,e,x,i,g,e,5.608420108055561e-05,2,2,4
exigi,3,2,e,x,i,g,i,0.0,2,2,4
exija,3,3,e,x,i,j,a,0.0,2,2,5
exijo,3,3,e,x,i,j,o,0.0,2,2,5
exila,3,3,e,x,i,l,a,0.0,2,2,5
exile,3,2,e,x,i,l,e,0.0,2,2,4
exilo,3,3,e,x,i,l,o,0.0,2,2,5
exima,3,3,e,x,i,m,a,0.0,2,2,5
exime,3,2,e,x,i,m,e,0.0,2,2,4
eximi,3,2,e,x,i,m,i,0.0,2,2,4
eximo,3,3,e,x,i,m,o,0.0,2,2,5
expia,3,3,e,x,p,i,a,0.0,2,2,5
expie,3,2,e,x,p,i,e,0.0,2,2,4
expio,3,3,e,x,p,i,o,0.0,2,2,5
expor,2,2,e,x,p,o,r,3.738946738703707e-05,3,3,5
expus,2,2,e,x,p,u,s,1.869473369351853e-05,3,3,5
expos,2,2,e,x,p,o,s,1.869473369351853e-05,3,3,5
expoe,3,2,e,x,p,o,e,3.738946738703707e-05,2,2,4
extra,2,2,e,x,t,r,a,0.0,3,3,5
exuma,3,3,e,x,u,m,a,0.0,2,2,5
exume,3,2,e,x,u,m,e,0.0,2,2,4
exumo,3,3,e,x,u,m,o,0.0,2,2,5
facas,2,1,f,a,c,a,s,0.0001682526032416,3,3,4
faces,2,2,f,a,c,e,s,0.000504757809725,3,3,5
facho,2,2,f,a,c,h,o,3.738946738703707e-05,3,3,5
facao,3,2,f,a,c,a,o,0.0001682526032416,2,2,4
fadas,2,1,f,a,d,a,s,1.869473369351853e-05,3,3,4
fados,2,2,f,a,d,o,s,9.347366846759269e-05,3,3,5
faina,3,2,f,a,i,n,a,0.0001121684021611,2,2,4
faixa,3,2,f,a,i,x,a,0.0001869473369351,2,2,4
falai,3,2,f,a,l,a,i,0.0,2,2,4
falam,2,1,f,a,l,a,m,9.347366846759269e-05,3,3,4
falar,2,1,f,a,l,a,r,0.0022059785758351,3,3,4
falas,2,1,f,a,l,a,s,0.0003365052064833,3,3,4
falda,2,1,f,a,l,d,a,5.608420108055561e-05,3,3,4
falei,3,3,f,a,l,e,i,0.0002243368043222,2,2,5
falem,2,2,f,a,l,e,m,1.869473369351853e-05,3,3,5
fales,2,2,f,a,l,e,s,1.869473369351853e-05,3,3,5
falha,2,1,f,a,l,h,a,3.738946738703707e-05,3,3,4
falhe,2,2,f,a,l,h,e,0.0,3,3,5
falho,2,2,f,a,l,h,o,1.869473369351853e-05,3,3,5
falia,3,2,f,a,l,i,a,0.0,2,2,4
falir,2,2,f,a,l,i,r,0.0,3,3,5
falis,2,2,f,a,l,i,s,0.0,3,3,5
faliu,3,3,f,a,l,i,u,3.738946738703707e-05,2,2,5
falou,3,3,f,a,l,o,u,0.0009721261520629,2,2,5
falsa,2,1,f,a,l,s,a,0.0001869473369351,3,3,4
falso,2,2,f,a,l,s,o,0.0002056420706287,3,3,5
falta,2,1,f,a,l,t,a,0.0012338524237722,3,3,4
falte,2,2,f,a,l,t,e,3.738946738703707e-05,3,3,5
falto,2,2,f,a,l,t,o,7.477893477407414e-05,3,3,5
famas,2,1,f,a,m,a,s,1.869473369351853e-05,3,3,4
farda,2,1,f,a,r,d,a,7.477893477407414e-05,3,3,4
fardo,2,2,f,a,r,d,o,3.738946738703707e-05,3,3,5
farei,3,3,f,a,r,e,i,0.0005234525434185,2,2,5
faria,3,2,f,a,r,i,a,0.0004673683423379,2,2,4
farol,2,2,f,a,r,o,l,5.608420108055561e-05,3,3,5
faros,2,2,f,a,r,o,s,0.0,3,3,5
farpa,2,1,f,a,r,p,a,1.869473369351853e-05,3,3,4
farra,2,1,f,a,r,r,a,0.0,3,2,3
farsa,2,1,f,a,r,s,a,3.738946738703707e-05,3,3,4
farta,2,1,f,a,r,t,a,0.0002056420706287,3,3,4
farte,2,2,f,a,r,t,e,0.0,3,3,5
farto,2,2,f,a,r,t,o,0.0001869473369351,3,3,5
faras,2,1,f,a,r,a,s,0.0,3,3,4
farao,3,2,f,a,r,a,o,5.608420108055561e-05,2,2,4
fases,2,2,f,a,s,e,s,9.347366846759269e-05,3,2,4
fatal,2,1,f,a,t,a,l,0.0002056420706287,3,3,4
fatia,3,2,f,a,t,i,a,0.0,2,2,4
fatie,3,3,f,a,t,i,e,0.0,2,2,5
fatio,3,3,f,a,t,i,o,0.0,2,2,5
fator,2,2,f,a,t,o,r,9.347366846759269e-05,3,3,5
fatos,2,2,f,a,t,o,s,0.0004486736086444,3,3,5
fauna,3,2,f,a,u,n,a,9.347366846759269e-05,2,2,4
fauno,3,3,f,a,u,n,o,0.0,2,2,5
favas,2,1,f,a,v,a,s,5.608420108055561e-05,3,3,4
favor,2,2,f,a,v,o,r,0.0006730104129666,3,3,5
favos,2,2,f,a,v,o,s,5.608420108055561e-05,3,3,5
fazei,3,3,f,a,z,e,i,7.477893477407414e-05,2,2,5
fazem,2,2,f,a,z,e,m,0.0010282103531435,3,3,5
fazer,2,2,f,a,z,e,r,0.0057205885102166,3,3,5
fazes,2,2,f,a,z,e,s,0.0002804210054027,3,3,5
fazia,3,2,f,a,z,i,a,0.0014955786954814,2,2,4
facam,2,1,f,a,c,a,m,0.0002056420706287,3,3,4
febre,2,1,f,e,b,r,e,0.0003365052064833,3,3,4
fecal,2,2,f,e,c,a,l,0.0,3,3,5
fecha,2,2,f,e,c,h,a,7.477893477407414e-05,3,3,5
feche,2,1,f,e,c,h,e,1.869473369351853e-05,3,3,4
fecho,2,2,f,e,c,h,o,3.738946738703707e-05,3,3,5
fedam,2,2,f,e,d,a,m,0.0,3,3,5
fedas,2,2,f,e,d,a,s,0.0,3,3,5
fedei,3,2,f,e,d,e,i,0.0,2,2,4
fedem,2,1,f,e,d,e,m,0.0,3,3,4
feder,2,1,f,e,d,e,r,0.0,3,3,4
fedes,2,1,f,e,d,e,s,0.0,3,3,4
fedeu,3,2,f,e,d,e,u,0.0,2,2,4
fedia,3,3,f,e,d,i,a,0.0,2,2,5
fedor,2,2,f,e,d,o,r,0.0,3,3,5
feias,3,3,f,e,i,a,s,9.347366846759269e-05,2,2,5
feios,3,3,f,e,i,o,s,0.0001121684021611,2,2,5
feira,3,3,f,e,i,r,a,0.0003551999401768,2,2,5
feita,3,3,f,e,i,t,a,0.0011029892879175,2,2,5
feito,3,3,f,e,i,t,o,0.003065936325737,2,2,5
feixe,3,2,f,e,i,x,e,0.0001121684021611,2,2,4
feliz,2,2,f,e,l,i,z,0.0013273260922398,3,3,5
fenda,2,2,f,e,n,d,a,1.869473369351853e-05,3,3,5
fende,2,1,f,e,n,d,e,0.0,3,3,4
fendi,2,2,f,e,n,d,i,0.0,3,3,5
fendo,2,2,f,e,n,d,o,0.0,3,3,5
feras,2,2,f,e,r,a,s,0.0001121684021611,3,3,5
feraz,2,2,f,e,r,a,z,1.869473369351853e-05,3,3,5
ferem,2,1,f,e,r,e,m,3.738946738703707e-05,3,3,4
feres,2,1,f,e,r,e,s,0.0,3,3,4
feria,3,3,f,e,r,i,a,1.869473369351853e-05,2,2,5
ferir,2,2,f,e,r,i,r,9.347366846759269e-05,3,2,4
feris,2,2,f,e,r,i,s,0.0,3,3,5
feriu,3,3,f,e,r,i,u,5.608420108055561e-05,2,2,5
feroz,2,2,f,e,r,o,z,0.0005234525434185,3,3,5
ferra,2,2,f,e,r,r,a,3.738946738703707e-05,3,2,4
ferre,2,1,f,e,r,r,e,1.869473369351853e-05,3,2,3
ferro,2,2,f,e,r,r,o,0.0007664840814342,3,2,4
ferva,2,2,f,e,r,v,a,0.0,3,3,5
ferve,2,1,f,e,r,v,e,1.869473369351853e-05,3,3,4
fervi,2,2,f,e,r,v,i,0.0,3,3,5
fervo,2,2,f,e,r,v,o,0.0,3,3,5
festa,2,2,f,e,s,t,a,0.0006169262118861,3,3,5
fetal,2,2,f,e,t,a,l,0.0,3,3,5
fetos,2,2,f,e,t,o,s,1.869473369351853e-05,3,3,5
feudo,3,3,f,e,u,d,o,0.0,2,2,5
fezes,2,1,f,e,z,e,s,0.0,3,3,4
fiado,3,3,f,i,a,d,o,7.477893477407414e-05,2,2,5
fiais,3,2,f,i,a,i,s,0.0,2,2,4
fiamo,3,3,f,i,a,m,o,0.0,2,2,5
fiapo,3,3,f,i,a,p,o,0.0,2,2,5
fiara,3,2,f,i,a,r,a,0.0,2,2,4
fiava,3,2,f,i,a,v,a,0.0,2,2,4
fibra,2,2,f,i,b,r,a,0.0,3,3,5
ficai,3,2,f,i,c,a,i,1.869473369351853e-05,2,2,4
ficam,2,2,f,i,c,a,m,0.0003551999401768,3,3,5
ficar,2,2,f,i,c,a,r,0.0011964629563851,3,3,5
ficas,2,2,f,i,c,a,s,0.0,3,3,5
ficha,2,2,f,i,c,h,a,0.0,3,3,5
fiche,2,2,f,i,c,h,e,0.0,3,3,5
ficho,2,2,f,i,c,h,o,0.0,3,3,5
ficou,3,3,f,i,c,o,u,0.0024303153801574,2,2,5
fieis,3,2,f,i,e,i,s,0.000504757809725,2,2,4
fiemo,3,3,f,i,e,m,o,0.0,2,2,5
figas,2,2,f,i,g,a,s,3.738946738703707e-05,3,3,5
figos,2,2,f,i,g,o,s,1.869473369351853e-05,3,3,5
filai,3,2,f,i,l,a,i,0.0,2,2,4
filam,2,2,f,i,l,a,m,0.0,3,3,5
filar,2,2,f,i,l,a,r,0.0,3,3,5
filas,2,2,f,i,l,a,s,1.869473369351853e-05,3,3,5
filei,3,2,f,i,l,e,i,0.0,2,2,4
filem,2,2,f,i,l,e,m,0.0,3,3,5
files,2,2,f,i,l,e,s,0.0,3,3,5
filha,2,2,f,i,l,h,a,0.0034024415322203,3,3,5
filia,3,2,f,i,l,i,a,0.0,2,2,4
filie,3,2,f,i,l,i,e,0.0,2,2,4
filio,3,2,f,i,l,i,o,0.0,2,2,4
filma,2,2,f,i,l,m,a,0.0,3,3,5
filme,2,2,f,i,l,m,e,0.0,3,3,5
filmo,2,2,f,i,l,m,o,0.0,3,3,5
filou,3,3,f,i,l,o,u,0.0,2,2,5
filao,3,3,f,i,l,a,o,0.0,2,2,5
final,2,2,f,i,n,a,l,0.000504757809725,3,3,5
finas,2,2,f,i,n,a,s,0.0001682526032416,3,3,5
finca,2,2,f,i,n,c,a,0.0,3,3,5
finco,2,2,f,i,n,c,o,0.0,3,3,5
finda,2,2,f,i,n,d,a,0.0,3,3,5
finde,2,2,f,i,n,d,e,0.0,3,3,5
findo,2,2,f,i,n,d,o,5.608420108055561e-05,3,3,5
finge,2,2,f,i,n,g,e,1.869473369351853e-05,3,3,5
fingi,2,1,f,i,n,g,i,1.869473369351853e-05,3,3,4
finja,2,2,f,i,n,j,a,0.0,3,3,5
finjo,2,2,f,i,n,j,o,0.0,3,3,5
finos,2,2,f,i,n,o,s,0.0002243368043222,3,3,5
finta,2,2,f,i,n,t,a,0.0,3,3,5
finte,2,2,f,i,n,t,e,0.0,3,3,5
finto,2,2,f,i,n,t,o,0.0,3,3,5
fique,3,3,f,i,q,u,e,0.0004299788749509,2,2,5
firam,2,2,f,i,r,a,m,0.0,3,3,5
firas,2,2,f,i,r,a,s,0.0,3,3,5
firma,2,2,f,i,r,m,a,3.738946738703707e-05,3,3,5
firme,2,2,f,i,r,m,e,0.0011029892879175,3,3,5
firmo,2,2,f,i,r,m,o,0.0,3,3,5
fisco,2,2,f,i,s,c,o,0.0,3,3,5
fisga,2,2,f,i,s,g,a,0.0,3,3,5
fisgo,2,2,f,i,s,g,o,0.0,3,3,5
fitai,3,2,f,i,t,a,i,0.0,2,2,4
fitam,2,2,f,i,t,a,m,1.869473369351853e-05,3,3,5
fitar,2,2,f,i,t,a,r,0.0001121684021611,3,3,5
fitas,2,2,f,i,t,a,s,1.869473369351853e-05,3,3,5
fitei,3,2,f,i,t,e,i,0.0,2,2,4
fitem,2,2,f,i,t,e,m,0.0,3,3,5
fites,2,2,f,i,t,e,s,0.0,3,3,5
fitou,3,3,f,i,t,o,u,3.738946738703707e-05,2,2,5
fixai,3,2,f,i,x,a,i,0.0,2,2,4
fixam,2,2,f,i,x,a,m,3.738946738703707e-05,3,3,5
fixar,2,2,f,i,x,a,r,7.477893477407414e-05,3,3,5
fixas,2,2,f,i,x,a,s,3.738946738703707e-05,3,3,5
fixei,3,2,f,i,x,e,i,0.0,2,2,4
fixem,2,2,f,i,x,e,m,0.0,3,3,5
fixes,2,2,f,i,x,e,s,0.0,3,3,5
fixos,2,2,f,i,x,o,s,9.347366846759269e-05,3,3,5
fixou,3,3,f,i,x,o,u,3.738946738703707e-05,2,2,5
fizer,2,2,f,i,z,e,r,9.347366846759269e-05,3,3,5
flavo,2,2,f,l,a,v,o,0.0,3,3,5
floco,2,1,f,l,o,c,o,0.0,3,3,4
flora,2,2,f,l,o,r,a,0.0007103998803537,3,3,5
flori,2,2,f,l,o,r,i,0.0,3,3,5
fluam,2,2,f,l,u,a,m,0.0,3,3,5
fluas,2,2,f,l,u,a,s,0.0,3,3,5
fluem,2,2,f,l,u,e,m,1.869473369351853e-05,3,3,5
fluir,2,2,f,l,u,i,r,0.0,3,3,5
fluis,2,2,f,l,u,i,s,0.0,3,3,5
fluiu,3,2,f,l,u,i,u,0.0,2,2,4
fluxo,2,2,f,l,u,x,o,5.608420108055561e-05,3,3,5
fluia,3,3,f,l,u,i,a,0.0,2,2,5
fobia,3,3,f,o,b,i,a,0.0,2,2,5
focai,3,3,f,o,c,a,i,0.0,2,2,5
focam,2,2,f,o,c,a,m,0.0,3,3,5
focar,2,2,f,o,c,a,r,0.0,3,3,5
focas,2,2,f,o,c,a,s,0.0,3,3,5
focos,2,1,f,o,c,o,s,0.0,3,3,4
focou,3,2,f,o,c,o,u,0.0,2,2,4
fofas,2,2,f,o,f,a,s,1.869473369351853e-05,3,2,4
fofos,2,1,f,o,f,o,s,0.0,3,2,3
fogem,2,2,f,o,g,e,m,0.0001495578695481,3,3,5
foges,2,2,f,o,g,e,s,3.738946738703707e-05,3,3,5
fogos,2,1,f,o,g,o,s,0.0003738946738703,3,3,4
fogao,3,2,f,o,g,a,o,0.0,2,2,4
foice,3,3,f,o,i,c,e,5.608420108055561e-05,2,2,5
foles,2,2,f,o,l,e,s,1.869473369351853e-05,3,3,5
folga,2,2,f,o,l,g,a,5.608420108055561e-05,3,3,5
folgo,2,1,f,o,l,g,o,1.869473369351853e-05,3,3,4
folha,2,2,f,o,l,h,a,0.0002056420706287,3,3,5
folia,3,3,f,o,l,i,a,0.0,2,2,5
fomes,2,2,f,o,m,e,s,0.0,3,3,5
fomos,2,1,f,o,m,o,s,0.0002056420706287,3,3,4
fones,2,2,f,o,n,e,s,0.0,3,3,5
fonte,2,2,f,o,n,t,e,0.0001869473369351,3,3,5
foque,3,3,f,o,q,u,e,0.0,2,2,5
foram,2,2,f,o,r,a,m,0.0033276625974462,3,3,5
foras,2,2,f,o,r,a,s,1.869473369351853e-05,3,3,5
forca,2,2,f,o,r,c,a,0.0034211362659138,3,3,5
force,2,2,f,o,r,c,e,0.0,3,3,5
forem,2,2,f,o,r,e,m,0.0001308631358546,3,3,5
fores,2,2,f,o,r,e,s,5.608420108055561e-05,3,3,5
forja,2,2,f,o,r,j,a,3.738946738703707e-05,3,3,5
forje,2,2,f,o,r,j,e,0.0,3,3,5
forjo,2,1,f,o,r,j,o,0.0,3,3,4
forma,2,2,f,o,r,m,a,0.002056420706287,3,3,5
forme,2,2,f,o,r,m,e,0.0,3,3,5
formo,2,1,f,o,r,m,o,0.0,3,3,4
forno,2,1,f,o,r,n,o,1.869473369351853e-05,3,3,4
foros,2,1,f,o,r,o,s,1.869473369351853e-05,3,3,4
forra,2,2,f,o,r,r,a,1.869473369351853e-05,3,2,4
forre,2,2,f,o,r,r,e,0.0,3,2,4
forro,2,1,f,o,r,r,o,0.0,3,2,3
forte,2,2,f,o,r,t,e,0.0016825260324166,3,3,5
forco,2,1,f,o,r,c,o,0.0,3,3,4
fosca,2,2,f,o,s,c,a,1.869473369351853e-05,3,3,5
fosco,2,1,f,o,s,c,o,0.0,3,3,4
fossa,2,2,f,o,s,s,a,0.0,3,2,4
fosse,2,2,f,o,s,s,e,0.0047484623581537,3,2,4
fosso,2,1,f,o,s,s,o,0.0002056420706287,3,2,3
foste,2,2,f,o,s,t,e,0.0001308631358546,3,3,5
fotos,2,1,f,o,t,o,s,0.0,3,3,4
fraca,2,1,f,r,a,c,a,7.477893477407414e-05,3,3,4
fraco,2,2,f,r,a,c,o,0.0001121684021611,3,3,5
frade,2,2,f,r,a,d,e,3.738946738703707e-05,3,3,5
fraga,2,1,f,r,a,g,a,0.0,3,3,4
frase,2,2,f,r,a,s,e,0.0006730104129666,3,3,5
freai,3,3,f,r,e,a,i,0.0,2,2,5
frear,2,2,f,r,e,a,r,0.0,3,2,4
freei,3,2,f,r,e,e,i,0.0,2,2,4
freia,3,3,f,r,e,i,a,0.0,2,2,5
freie,3,2,f,r,e,i,e,0.0,2,2,4
freio,3,3,f,r,e,i,o,0.0002243368043222,2,2,5
freme,2,1,f,r,e,m,e,0.0,3,3,4
fremi,2,2,f,r,e,m,i,0.0,3,3,5
freou,3,3,f,r,e,o,u,0.0,2,2,5
fresa,2,2,f,r,e,s,a,0.0,3,3,5
frese,2,1,f,r,e,s,e,0.0,3,3,4
freso,2,2,f,r,e,s,o,0.0,3,3,5
freta,2,2,f,r,e,t,a,0.0,3,3,5
frete,2,1,f,r,e,t,e,0.0,3,3,4
freto,2,2,f,r,e,t,o,0.0,3,3,5
frevo,2,2,f,r,e,v,o,0.0,3,3,5
frias,2,2,f,r,i,a,s,0.0001308631358546,3,3,5
frigi,2,1,f,r,i,g,i,0.0,3,3,4
frija,2,2,f,r,i,j,a,0.0,3,3,5
frijo,2,2,f,r,i,j,o,0.0,3,3,5
frios,2,2,f,r,i,o,s,0.0001121684021611,3,3,5
frisa,2,2,f,r,i,s,a,0.0,3,3,5
frise,2,2,f,r,i,s,e,0.0,3,3,5
friso,2,2,f,r,i,s,o,0.0,3,3,5
frita,2,2,f,r,i,t,a,0.0,3,3,5
frite,2,2,f,r,i,t,e,0.0,3,3,5
frito,2,2,f,r,i,t,o,0.0,3,3,5
frota,2,2,f,r,o,t,a,0.0,3,3,5
fruam,2,2,f,r,u,a,m,0.0,3,3,5
fruas,2,2,f,r,u,a,s,0.0,3,3,5
fruem,2,2,f,r,u,e,m,0.0,3,3,5
fruir,2,2,f,r,u,i,r,0.0,3,2,4
fruis,2,2,f,r,u,i,s,0.0,3,3,5
fruiu,3,2,f,r,u,i,u,1.869473369351853e-05,2,2,4
fruta,2,2,f,r,u,t,a,0.0001308631358546,3,3,5
fruto,2,2,f,r,u,t,o,0.0002617262717092,3,3,5
fruia,3,3,f,r,u,i,a,0.0,2,2,5
frige,2,2,f,r,i,g,e,0.0,3,3,5
fucei,3,3,f,u,c,e,i,0.0,2,2,5
fucem,2,2,f,u,c,e,m,0.0,3,3,5
fuces,2,2,f,u,c,e,s,0.0,3,3,5
fugas,2,2,f,u,g,a,s,0.0,3,3,5
fugaz,2,2,f,u,g,a,z,0.0001682526032416,3,3,5
fugia,3,3,f,u,g,i,a,0.0002056420706287,2,2,5
fugir,2,2,f,u,g,i,r,0.0003738946738703,3,3,5
fugis,2,2,f,u,g,i,s,0.0,3,3,5
fugiu,3,2,f,u,g,i,u,0.0001682526032416,2,2,4
fujam,2,2,f,u,j,a,m,1.869473369351853e-05,3,3,5
fujas,2,2,f,u,j,a,s,0.0,3,3,5
fujem,2,2,f,u,j,e,m,0.0,3,3,5
fujes,2,2,f,u,j,e,s,0.0,3,3,5
fujia,3,3,f,u,j,i,a,0.0,2,2,5
fujir,2,2,f,u,j,i,r,0.0,3,3,5
fujis,2,2,f,u,j,i,s,0.0,3,3,5
fujiu,3,2,f,u,j,i,u,0.0,2,2,4
fujao,3,3,f,u,j,a,o,0.0,2,2,5
fulge,2,2,f,u,l,g,e,0.0,3,3,5
fulgi,2,2,f,u,l,g,i,0.0,3,3,5
fumai,3,3,f,u,m,a,i,0.0,2,2,5
fumam,2,2,f,u,m,a,m,0.0,3,2,4
fumar,2,2,f,u,m,a,r,1.869473369351853e-05,3,3,5
fumas,2,2,f,u,m,a,s,0.0,3,3,5
fumei,3,3,f,u,m,e,i,0.0,2,2,5
fumem,2,2,f,u,m,e,m,0.0,3,2,4
fumes,2,2,f,u,m,e,s,0.0,3,3,5
fumou,3,2,f,u,m,o,u,0.0,2,2,4
funda,2,2,f,u,n,d,a,9.347366846759269e-05,3,3,5
funde,2,2,f,u,n,d,e,0.0,3,3,5
fundi,2,2,f,u,n,d,i,0.0,3,3,5
fundo,2,2,f,u,n,d,o,0.0015703576302555,3,3,5
funga,2,2,f,u,n,g,a,0.0,3,3,5
fungo,2,2,f,u,n,g,o,0.0,3,3,5
funil,2,2,f,u,n,i,l,0.0,3,3,5
funis,2,2,f,u,n,i,s,0.0,3,3,5
furai,3,3,f,u,r,a,i,0.0,2,2,5
furam,2,2,f,u,r,a,m,0.0,3,3,5
furar,2,2,f,u,r,a,r,0.0,3,2,4
furas,2,2,f,u,r,a,s,0.0,3,3,5
furei,3,3,f,u,r,e,i,0.0,2,2,5
furem,2,2,f,u,r,e,m,0.0,3,3,5
fures,2,2,f,u,r,e,s,0.0,3,3,5
furna,2,2,f,u,r,n,a,0.0001495578695481,3,3,5
furor,2,2,f,u,r,o,r,0.0001308631358546,3,2,4
furos,2,2,f,u,r,o,s,3.738946738703707e-05,3,3,5
furou,3,2,f,u,r,o,u,0.0,2,2,4
furta,2,2,f,u,r,t,a,1.869473369351853e-05,3,3,5
furte,2,2,f,u,r,t,e,0.0,3,3,5
furto,2,2,f,u,r,t,o,9.347366846759269e-05,3,3,5
furao,3,3,f,u,r,a,o,3.738946738703707e-05,2,2,5
fusco,2,2,f,u,s,c,o,3.738946738703707e-05,3,3,5
fusos,2,2,f,u,s,o,s,1.869473369351853e-05,3,2,4
fusao,3,3,f,u,s,a,o,0.0001121684021611,2,2,5
fuzil,2,2,f,u,z,i,l,0.0,3,3,5
fuzis,2,2,f,u,z,i,s,0.0,3,3,5
fucai,3,3,f,u,c,a,i,0.0,2,2,5
fucam,2,2,f,u,c,a,m,0.0,3,3,5
fucar,2,2,f,u,c,a,r,1.869473369351853e-05,3,3,5
fucas,2,2,f,u,c,a,s,0.0,3,3,5
fucou,3,2,f,u,c,o,u,0.0,2,2,4
facil,2,2,f,a,c,i,l,0.0006169262118861,3,3,5
fatuo,3,3,f,a,t,u,o,0.0,2,2,5
felix,2,2,f,e,l,i,x,0.0003178104727898,3,3,5
femea,3,2,f,e,m,e,a,3.738946738703707e-05,2,2,4
femur,2,2,f,e,m,u,r,0.0,3,3,5
forum,2,2,f,o,r,u,m,1.869473369351853e-05,3,3,5
furia,3,3,f,u,r,i,a,0.0002991157390962,2,2,5
futil,2,2,f,u,t,i,l,3.738946738703707e-05,3,3,5
gabai,3,2,g,a,b,a,i,0.0,2,2,4
gabam,2,1,g,a,b,a,m,0.0,3,3,4
gabar,2,1,g,a,b,a,r,1.869473369351853e-05,3,3,4
gabas,2,1,g,a,b,a,s,0.0,3,3,4
gabei,3,3,g,a,b,e,i,0.0,2,2,5
gabem,2,2,g,a,b,e,m,0.0,3,3,5
gabes,2,2,g,a,b,e,s,0.0,3,3,5
gabou,3,3,g,a,b,o,u,0.0,2,2,5
gados,2,2,g,a,d,o,s,5.608420108055561e-05,3,3,5
gagas,2,1,g,a,g,a,s,0.0,3,2,3
gagos,2,2,g,a,g,o,s,0.0,3,2,4
gaita,3,2,g,a,i,t,a,3.738946738703707e-05,2,2,4
gajas,2,1,g,a,j,a,s,0.0,3,3,4
gajos,2,2,g,a,j,o,s,0.0,3,3,5
galas,2,1,g,a,l,a,s,0.0001682526032416,3,3,4
galga,2,1,g,a,l,g,a,1.869473369351853e-05,3,2,3
galgo,2,2,g,a,l,g,o,0.0,3,2,4
galho,2,2,g,a,l,h,o,0.0001308631358546,3,3,5
galos,2,2,g,a,l,o,s,1.869473369351853e-05,3,3,5
galao,3,2,g,a,l,a,o,0.0,2,2,4
gamba,2,1,g,a,m,b,a,0.0,3,3,4
gamos,2,2,g,a,m,o,s,0.0,3,3,5
gamao,3,2,g,a,m,a,o,9.347366846759269e-05,2,2,4
ganem,2,2,g,a,n,e,m,0.0,3,3,5
ganes,2,2,g,a,n,e,s,0.0,3,3,5
ganha,2,1,g,a,n,h,a,0.0001121684021611,3,3,4
ganhe,2,2,g,a,n,h,e,0.0,3,3,5
ganho,2,2,g,a,n,h,o,0.0002804210054027,3,3,5
gania,3,2,g,a,n,i,a,0.0,2,2,4
ganir,2,2,g,a,n,i,r,1.869473369351853e-05,3,3,5
ganis,2,2,g,a,n,i,s,0.0,3,3,5
ganiu,3,3,g,a,n,i,u,0.0,2,2,5
ganso,2,2,g,a,n,s,o,0.0,3,3,5
garbo,2,2,g,a,r,b,o,3.738946738703707e-05,3,3,5
garfa,2,1,g,a,r,f,a,0.0,3,3,4
garfe,2,2,g,a,r,f,e,0.0,3,3,5
garfo,2,2,g,a,r,f,o,1.869473369351853e-05,3,3,5
garis,2,2,g,a,r,i,s,0.0,3,3,5
garoa,3,2,g,a,r,o,a,0.0,2,2,4
garoe,3,3,g,a,r,o,e,0.0,2,2,5
garra,2,1,g,a,r,r,a,7.477893477407414e-05,3,2,3
garca,2,1,g,a,r,c,a,0.0001121684021611,3,3,4
garoo,3,2,g,a,r,o,o,0.0,2,2,4
gases,2,2,g,a,s,e,s,1.869473369351853e-05,3,2,4
gasta,2,1,g,a,s,t,a,9.347366846759269e-05,3,3,4
gaste,2,2,g,a,s,t,e,1.869473369351853e-05,3,3,5
gasto,2,2,g,a,s,t,o,0.0001308631358546,3,3,5
gatas,2,1,g,a,t,a,s,1.869473369351853e-05,3,3,4
gatos,2,2,g,a,t,o,s,0.0001682526032416,3,3,5
gazua,3,2,g,a,z,u,a,0.0,2,2,4
geada,3,2,g,e,a,d,a,0.0,2,2,4
geado,3,3,g,e,a,d,o,0.0,2,2,5
geais,3,3,g,e,a,i,s,0.0,2,2,5
geamo,3,3,g,e,a,m,o,0.0,2,2,5
geara,3,2,g,e,a,r,a,0.0,2,2,4
geava,3,2,g,e,a,v,a,0.0,2,2,4
geeis,3,2,g,e,e,i,s,0.0,2,2,4
geemo,3,2,g,e,e,m,o,0.0,2,2,4
geiam,3,3,g,e,i,a,m,0.0,2,2,5
geias,3,3,g,e,i,a,s,0.0,2,2,5
geiem,3,2,g,e,i,e,m,0.0,2,2,4
geies,3,2,g,e,i,e,s,0.0,2,2,4
